84.00,3.00,102.00,91.00,84.00.1,   6.58,-1.94,-7.20,   -19.57,-8.42,15.49
81.0,1.0,96.0,83.0,86.0,8.39,-2.0,-5.46,-33.41,28.88,-8.23
72.0,0.0,94.0,80.0,76.0,11.22,-1.48,-2.77,-25.59,20.54,23.31
79.0,2.0,79.0,73.0,78.0,9.48,-2.32,-2.96,-15.5,1.39,-1.21
76.0,1.0,77.0,71.0,78.0,9.66,-2.63,-2.68,-14.24,4.57,-1.86
